,id,Nome da Instituicao,Nome do Curso de Graduacao,Codigo do Município do Curso,Modalidade de Ensino,Ano de Referencia,Quantidade de Ingressantes no Curso,Quantidade de Permanencia no Curso no ano de referencia,Quantidade de Concluintes no Curso no ano de referencia,Quantidade de Desistencia no Curso no ano de referencia,Quantidade de Falecimentos no Curso no ano de referencia,Taxa de Permanencia – TAP,Taxa de Conclusao Acumulada - TCA,Taxa de Desistencia Acumulada - TDA,Taxa de Conclusao Anual - TCAN,Taxa de Desistencia Anual - TADA,Nome do Município
83255,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA MECATRÔNICA,3545209,Presencial,2017,91,62,1,28,0,"68,1","1,1","30,8","1,1","30,8",Salto
83256,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA MECATRÔNICA,3545209,Presencial,2018,91,54,1,7,0,"59,3","2,2","38,5","1,1","7,7",Salto
83257,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA MECATRÔNICA,3545209,Presencial,2019,91,38,3,13,0,"41,8","5,5","52,7","3,3","14,3",Salto
83258,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA MECATRÔNICA,3545209,Presencial,2020,91,22,2,14,0,"24,2","7,7","68,1","2,2","15,4",Salto
83259,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA MECATRÔNICA,3545209,Presencial,2021,91,17,5,0,0,"18,7","13,2","68,1","5,5",0,Salto
83260,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA ELÉTRICA,3545209,Presencial,2017,95,76,1,18,0,80,"1,1","18,9","1,1","18,9",Salto
83261,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA ELÉTRICA,3545209,Presencial,2018,95,64,0,12,0,"67,4","1,1","31,6",0,"12,6",Salto
83262,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA ELÉTRICA,3545209,Presencial,2019,95,44,4,16,0,"46,3","5,3","48,4","4,2","16,8",Salto
83263,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA ELÉTRICA,3545209,Presencial,2020,95,34,0,10,0,"35,8","5,3","58,9",0,"10,5",Salto
83264,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA ELÉTRICA,3545209,Presencial,2021,95,13,17,4,0,"13,7","23,2","63,2","17,9","4,2",Salto
83265,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,GESTÃO AMBIENTAL,3545209,Presencial,2017,4,3,1,0,0,75,25,0,25,0,Salto
83266,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,GESTÃO AMBIENTAL,3545209,Presencial,2018,4,0,1,2,0,0,50,50,25,50,Salto
83267,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,GESTÃO AMBIENTAL,3545209,Presencial,2019,4,0,0,0,0,0,50,50,0,0,Salto
83268,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,GESTÃO AMBIENTAL,3545209,Presencial,2020,4,0,0,0,0,0,50,50,0,0,Salto
83269,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,GESTÃO AMBIENTAL,3545209,Presencial,2021,4,0,0,0,0,0,50,50,0,0,Salto
83340,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA AMBIENTAL E SANITÁRIA,3545209,Presencial,2017,6,5,0,1,0,"83,3",0,"16,7",0,"16,7",Salto
83341,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA AMBIENTAL E SANITÁRIA,3545209,Presencial,2018,6,4,0,1,0,"66,7",0,"33,3",0,"16,7",Salto
83342,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA AMBIENTAL E SANITÁRIA,3545209,Presencial,2019,6,1,1,2,0,"16,7","16,7","66,7","16,7","33,3",Salto
83343,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA AMBIENTAL E SANITÁRIA,3545209,Presencial,2020,6,0,1,0,0,0,"33,3","66,7","16,7",0,Salto
83344,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA AMBIENTAL E SANITÁRIA,3545209,Presencial,2021,6,0,0,0,0,0,"33,3","66,7",0,0,Salto
83360,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA DE PRODUÇÃO,3545209,Presencial,2017,114,80,0,34,0,"70,2",0,"29,8",0,"29,8",Salto
83361,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA DE PRODUÇÃO,3545209,Presencial,2018,114,66,3,11,0,"57,9","2,6","39,5","2,6","9,6",Salto
83362,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA DE PRODUÇÃO,3545209,Presencial,2019,114,53,3,10,0,"46,5","5,3","48,2","2,6","8,8",Salto
83363,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA DE PRODUÇÃO,3545209,Presencial,2020,114,42,3,8,0,"36,8","7,9","55,3","2,6",7,Salto
83364,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA DE PRODUÇÃO,3545209,Presencial,2021,114,20,18,4,0,"17,5","23,7","58,8","15,8","3,5",Salto
83365,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,AUTOMAÇÃO INDUSTRIAL,3545209,Presencial,2017,96,65,0,31,0,"67,7",0,"32,3",0,"32,3",Salto
83366,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,AUTOMAÇÃO INDUSTRIAL,3545209,Presencial,2018,96,49,3,13,0,51,"3,1","45,8","3,1","13,5",Salto
83367,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,AUTOMAÇÃO INDUSTRIAL,3545209,Presencial,2019,96,30,10,9,0,"31,3","13,5","55,2","10,4","9,4",Salto
83368,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,AUTOMAÇÃO INDUSTRIAL,3545209,Presencial,2020,96,6,15,9,0,"6,3","29,2","64,6","15,6","9,4",Salto
83369,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,AUTOMAÇÃO INDUSTRIAL,3545209,Presencial,2021,96,1,1,4,0,1,"30,2","68,8",1,"4,2",Salto
83370,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,GESTÃO DA PRODUÇÃO INDUSTRIAL,3545209,Presencial,2017,12,8,2,2,0,"66,7","16,7","16,7","16,7","16,7",Salto
83371,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,GESTÃO DA PRODUÇÃO INDUSTRIAL,3545209,Presencial,2018,12,2,5,1,0,"16,7","58,3",25,"41,7","8,3",Salto
83372,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,GESTÃO DA PRODUÇÃO INDUSTRIAL,3545209,Presencial,2019,12,0,0,2,0,0,"58,3","41,7",0,"16,7",Salto
83373,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,GESTÃO DA PRODUÇÃO INDUSTRIAL,3545209,Presencial,2020,12,0,0,0,0,0,"58,3","41,7",0,0,Salto
83374,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,GESTÃO DA PRODUÇÃO INDUSTRIAL,3545209,Presencial,2021,12,0,0,0,0,0,"58,3","41,7",0,0,Salto
83375,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,MANUTENÇÃO INDUSTRIAL,3545209,Presencial,2017,5,5,0,0,0,100,0,0,0,0,Salto
83376,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,MANUTENÇÃO INDUSTRIAL,3545209,Presencial,2018,5,3,0,2,0,60,0,40,0,40,Salto
83377,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,MANUTENÇÃO INDUSTRIAL,3545209,Presencial,2019,5,0,1,2,0,0,20,80,20,40,Salto
83378,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,MANUTENÇÃO INDUSTRIAL,3545209,Presencial,2020,5,0,0,0,0,0,20,80,0,0,Salto
83379,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,MANUTENÇÃO INDUSTRIAL,3545209,Presencial,2021,5,0,0,0,0,0,20,80,0,0,Salto
83435,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA MECÂNICA,3545209,Presencial,2017,79,56,0,23,0,"70,9",0,"29,1",0,"29,1",Salto
83436,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA MECÂNICA,3545209,Presencial,2018,79,40,0,16,0,"50,6",0,"49,4",0,"20,3",Salto
83437,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA MECÂNICA,3545209,Presencial,2019,79,29,0,11,0,"36,7",0,"63,3",0,"13,9",Salto
83438,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA MECÂNICA,3545209,Presencial,2020,79,20,0,9,0,"25,3",0,"74,7",0,"11,4",Salto
83439,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA MECÂNICA,3545209,Presencial,2021,79,13,5,2,0,"16,5","6,3","77,2","6,3","2,5",Salto
83445,1150,Faculdade de Tecnologia Senai Theobaldo de Nigris,PRODUÇÃO GRÁFICA,3550308,Presencial,2017,24,22,0,2,0,"91,7",0,"8,3",0,"8,3",São Paulo
83446,1150,Faculdade de Tecnologia Senai Theobaldo de Nigris,PRODUÇÃO GRÁFICA,3550308,Presencial,2018,24,19,1,2,0,"79,2","4,2","16,7","4,2","8,3",São Paulo
83447,1150,Faculdade de Tecnologia Senai Theobaldo de Nigris,PRODUÇÃO GRÁFICA,3550308,Presencial,2019,24,0,19,0,0,0,"83,3","16,7","79,2",0,São Paulo
83448,1150,Faculdade de Tecnologia Senai Theobaldo de Nigris,PRODUÇÃO GRÁFICA,3550308,Presencial,2020,24,0,0,0,0,0,"83,3","16,7",0,0,São Paulo
83449,1150,Faculdade de Tecnologia Senai Theobaldo de Nigris,PRODUÇÃO GRÁFICA,3550308,Presencial,2021,24,0,0,0,0,0,"83,3","16,7",0,0,São Paulo
83895,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA DE COMPUTAÇÃO,3550308,Presencial,2017,43,41,0,2,0,"95,3",0,"4,7",0,"4,7",São Paulo
83896,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA DE COMPUTAÇÃO,3550308,Presencial,2018,43,33,0,8,0,"76,7",0,"23,3",0,"18,6",São Paulo
83897,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA DE COMPUTAÇÃO,3550308,Presencial,2019,43,29,0,4,0,"67,4",0,"32,6",0,"9,3",São Paulo
83898,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA DE COMPUTAÇÃO,3550308,Presencial,2020,43,28,1,0,0,"65,1","2,3","32,6","2,3",0,São Paulo
83899,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA DE COMPUTAÇÃO,3550308,Presencial,2021,43,10,16,2,0,"23,3","39,5","37,2","37,2","4,7",São Paulo
83900,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA MECATRÔNICA,3550308,Presencial,2017,47,45,0,2,0,"95,7",0,"4,3",0,"4,3",São Paulo
83901,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA MECATRÔNICA,3550308,Presencial,2018,47,33,0,12,0,"70,2",0,"29,8",0,"25,5",São Paulo
83902,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA MECATRÔNICA,3550308,Presencial,2019,47,24,7,2,0,"51,1","14,9",34,"14,9","4,3",São Paulo
83903,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA MECATRÔNICA,3550308,Presencial,2020,47,21,1,2,0,"44,7",17,"38,3","2,1","4,3",São Paulo
83904,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA MECATRÔNICA,3550308,Presencial,2021,47,5,16,0,0,"10,6","51,1","38,3",34,0,São Paulo
83905,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA MECÂNICA,3550308,Presencial,2017,41,40,0,1,0,"97,6",0,"2,4",0,"2,4",São Paulo
83906,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA MECÂNICA,3550308,Presencial,2018,41,30,0,10,0,"73,2",0,"26,8",0,"24,4",São Paulo
83907,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA MECÂNICA,3550308,Presencial,2019,41,24,0,6,0,"58,5",0,"41,5",0,"14,6",São Paulo
83908,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA MECÂNICA,3550308,Presencial,2020,41,23,1,0,0,"56,1","2,4","41,5","2,4",0,São Paulo
83909,1161,INSPER INSTITUTO DE ENSINO E PESQUISA,ENGENHARIA MECÂNICA,3550308,Presencial,2021,41,8,15,0,0,"19,5",39,"41,5","36,6",0,São Paulo
84645,1187,CENTRO UNIVERSITÁRIO MÓDULO,ARQUITETURA E URBANISMO,3510500,Presencial,2017,161,128,5,28,0,"79,5","3,1","17,4","3,1","17,4",Caraguatatuba
84646,1187,CENTRO UNIVERSITÁRIO MÓDULO,ARQUITETURA E URBANISMO,3510500,Presencial,2018,161,102,2,24,0,"63,4","4,3","32,3","1,2","14,9",Caraguatatuba
84647,1187,CENTRO UNIVERSITÁRIO MÓDULO,ARQUITETURA E URBANISMO,3510500,Presencial,2019,161,82,3,17,0,"50,9","6,2","42,9","1,9","10,6",Caraguatatuba
84648,1187,CENTRO UNIVERSITÁRIO MÓDULO,ARQUITETURA E URBANISMO,3510500,Presencial,2020,161,68,4,10,0,"42,2","8,7","49,1","2,5","6,2",Caraguatatuba
84649,1187,CENTRO UNIVERSITÁRIO MÓDULO,ARQUITETURA E URBANISMO,3510500,Presencial,2021,161,35,25,8,0,"21,7","24,2",54,"15,5",5,Caraguatatuba
84665,1187,CENTRO UNIVERSITÁRIO MÓDULO,ENGENHARIA DE PRODUÇÃO,3510500,Presencial,2017,42,20,0,22,0,"47,6",0,"52,4",0,"52,4",Caraguatatuba
84666,1187,CENTRO UNIVERSITÁRIO MÓDULO,ENGENHARIA DE PRODUÇÃO,3510500,Presencial,2018,42,13,0,7,0,31,0,69,0,"16,7",Caraguatatuba
84667,1187,CENTRO UNIVERSITÁRIO MÓDULO,ENGENHARIA DE PRODUÇÃO,3510500,Presencial,2019,42,6,0,7,0,"14,3",0,"85,7",0,"16,7",Caraguatatuba
84668,1187,CENTRO UNIVERSITÁRIO MÓDULO,ENGENHARIA DE PRODUÇÃO,3510500,Presencial,2020,42,6,0,0,0,"14,3",0,"85,7",0,0,Caraguatatuba
84669,1187,CENTRO UNIVERSITÁRIO MÓDULO,ENGENHARIA DE PRODUÇÃO,3510500,Presencial,2021,42,4,1,1,0,"9,5","2,4","88,1","2,4","2,4",Caraguatatuba
84690,1187,CENTRO UNIVERSITÁRIO MÓDULO,ENGENHARIA CIVIL,3510500,Presencial,2017,143,82,0,61,0,"57,3",0,"42,7",0,"42,7",Caraguatatuba
84691,1187,CENTRO UNIVERSITÁRIO MÓDULO,ENGENHARIA CIVIL,3510500,Presencial,2018,143,58,0,24,0,"40,6",0,"59,4",0,"16,8",Caraguatatuba
84692,1187,CENTRO UNIVERSITÁRIO MÓDULO,ENGENHARIA CIVIL,3510500,Presencial,2019,143,42,2,14,0,"29,4","1,4","69,2","1,4","9,8",Caraguatatuba
84693,1187,CENTRO UNIVERSITÁRIO MÓDULO,ENGENHARIA CIVIL,3510500,Presencial,2020,143,32,1,9,0,"22,4","2,1","75,5","0,7","6,3",Caraguatatuba
84694,1187,CENTRO UNIVERSITÁRIO MÓDULO,ENGENHARIA CIVIL,3510500,Presencial,2021,143,17,11,4,0,"11,9","9,8","78,3","7,7","2,8",Caraguatatuba
84850,1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,MECATRÔNICA INDUSTRIAL,3548807,Presencial,2017,39,37,0,2,0,"94,9",0,"5,1",0,"5,1",São Caetano do Sul
84851,1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,MECATRÔNICA INDUSTRIAL,3548807,Presencial,2018,39,31,0,6,0,"79,5",0,"20,5",0,"15,4",São Caetano do Sul
84852,1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,MECATRÔNICA INDUSTRIAL,3548807,Presencial,2019,39,16,13,2,0,41,"33,3","25,6","33,3","5,1",São Caetano do Sul
84853,1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,MECATRÔNICA INDUSTRIAL,3548807,Presencial,2020,39,11,3,2,0,"28,2",41,"30,8","7,7","5,1",São Caetano do Sul
84854,1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,MECATRÔNICA INDUSTRIAL,3548807,Presencial,2021,39,7,3,1,0,"17,9","48,7","33,3","7,7","2,6",São Caetano do Sul
84855,1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,AUTOMAÇÃO INDUSTRIAL,3548500,Presencial,2017,28,28,0,0,0,100,0,0,0,0,Santos
84856,1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,AUTOMAÇÃO INDUSTRIAL,3548500,Presencial,2018,28,28,0,0,0,100,0,0,0,0,Santos
84857,1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,AUTOMAÇÃO INDUSTRIAL,3548500,Presencial,2019,28,23,2,3,0,"82,1","7,1","10,7","7,1","10,7",Santos
84858,1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,AUTOMAÇÃO INDUSTRIAL,3548500,Presencial,2020,28,18,5,0,0,"64,3",25,"10,7","17,9",0,Santos
84859,1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,AUTOMAÇÃO INDUSTRIAL,3548500,Presencial,2021,28,7,11,0,0,25,"64,3","10,7","39,3",0,Santos
85475,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,ENGENHARIA CIVIL,3522307,Presencial,2017,95,73,0,22,0,"76,8",0,"23,2",0,"23,2",Itapetininga
85476,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,ENGENHARIA CIVIL,3522307,Presencial,2018,95,57,1,15,0,60,"1,1","38,9","1,1","15,8",Itapetininga
85477,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,ENGENHARIA CIVIL,3522307,Presencial,2019,95,54,2,1,0,"56,8","3,2",40,"2,1","1,1",Itapetininga
85478,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,ENGENHARIA CIVIL,3522307,Presencial,2020,95,40,3,11,0,"42,1","6,3","51,6","3,2","11,6",Itapetininga
85479,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,ENGENHARIA CIVIL,3522307,Presencial,2021,95,12,25,3,0,"12,6","32,6","54,7","26,3","3,2",Itapetininga
85480,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,ENGENHARIA DE PRODUÇÃO,3522307,Presencial,2017,13,3,0,10,0,"23,1",0,"76,9",0,"76,9",Itapetininga
85481,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,ENGENHARIA DE PRODUÇÃO,3522307,Presencial,2018,13,2,0,1,0,"15,4",0,"84,6",0,"7,7",Itapetininga
85482,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,ENGENHARIA DE PRODUÇÃO,3522307,Presencial,2019,13,2,0,0,0,"15,4",0,"84,6",0,0,Itapetininga
85483,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,ENGENHARIA DE PRODUÇÃO,3522307,Presencial,2020,13,1,0,1,0,"7,7",0,"92,3",0,"7,7",Itapetininga
85484,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,ENGENHARIA DE PRODUÇÃO,3522307,Presencial,2021,13,1,0,0,0,"7,7",0,"92,3",0,0,Itapetininga
85625,1225,CENTRO UNIVERSITÁRIO AMPARENSE,ENGENHARIA CIVIL,3501905,Presencial,2017,29,29,0,0,0,100,0,0,0,0,Amparo
85626,1225,CENTRO UNIVERSITÁRIO AMPARENSE,ENGENHARIA CIVIL,3501905,Presencial,2018,29,20,2,7,0,69,"6,9","24,1","6,9","24,1",Amparo
85627,1225,CENTRO UNIVERSITÁRIO AMPARENSE,ENGENHARIA CIVIL,3501905,Presencial,2019,29,14,1,5,0,"48,3","10,3","41,4","3,4","17,2",Amparo
85628,1225,CENTRO UNIVERSITÁRIO AMPARENSE,ENGENHARIA CIVIL,3501905,Presencial,2020,29,11,0,3,0,"37,9","10,3","51,7",0,"10,3",Amparo
85629,1225,CENTRO UNIVERSITÁRIO AMPARENSE,ENGENHARIA CIVIL,3501905,Presencial,2021,29,3,8,0,0,"10,3","37,9","51,7","27,6",0,Amparo
85660,1225,CENTRO UNIVERSITÁRIO AMPARENSE,MECATRÔNICA INDUSTRIAL,3501905,Presencial,2017,35,34,0,1,0,"97,1",0,"2,9",0,"2,9",Amparo
85661,1225,CENTRO UNIVERSITÁRIO AMPARENSE,MECATRÔNICA INDUSTRIAL,3501905,Presencial,2018,35,30,0,4,0,"85,7",0,"14,3",0,"11,4",Amparo
85662,1225,CENTRO UNIVERSITÁRIO AMPARENSE,MECATRÔNICA INDUSTRIAL,3501905,Presencial,2019,35,6,19,5,0,"17,1","54,3","28,6","54,3","14,3",Amparo
85663,1225,CENTRO UNIVERSITÁRIO AMPARENSE,MECATRÔNICA INDUSTRIAL,3501905,Presencial,2020,35,2,3,1,0,"5,7","62,9","31,4","8,6","2,9",Amparo
85664,1225,CENTRO UNIVERSITÁRIO AMPARENSE,MECATRÔNICA INDUSTRIAL,3501905,Presencial,2021,35,1,1,0,0,"2,9","65,7","31,4","2,9",0,Amparo
85780,1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,ENGENHARIA MECATRÔNICA,3515186,Presencial,2017,13,10,0,3,0,"76,9",0,"23,1",0,"23,1",Espírito Santo do Pinhal
85781,1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,ENGENHARIA MECATRÔNICA,3515186,Presencial,2018,13,10,0,0,0,"76,9",0,"23,1",0,0,Espírito Santo do Pinhal
85782,1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,ENGENHARIA MECATRÔNICA,3515186,Presencial,2019,13,9,1,0,0,"69,2","7,7","23,1","7,7",0,Espírito Santo do Pinhal
85783,1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,ENGENHARIA MECATRÔNICA,3515186,Presencial,2020,13,2,6,1,0,"15,4","53,8","30,8","46,2","7,7",Espírito Santo do Pinhal
85784,1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,ENGENHARIA MECATRÔNICA,3515186,Presencial,2021,13,0,2,0,0,0,"69,2","30,8","15,4",0,Espírito Santo do Pinhal
86940,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ENGENHARIA DE COMPUTAÇÃO,3543402,Presencial,2017,23,21,0,2,0,"91,3",0,"8,7",0,"8,7",Ribeirão Preto
86941,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ENGENHARIA DE COMPUTAÇÃO,3543402,Presencial,2018,23,18,0,3,0,"78,3",0,"21,7",0,13,Ribeirão Preto
86942,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ENGENHARIA DE COMPUTAÇÃO,3543402,Presencial,2019,23,15,0,3,0,"65,2",0,"34,8",0,13,Ribeirão Preto
86943,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ENGENHARIA DE COMPUTAÇÃO,3543402,Presencial,2020,23,15,0,0,0,"65,2",0,"34,8",0,0,Ribeirão Preto
86944,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ENGENHARIA DE COMPUTAÇÃO,3543402,Presencial,2021,23,8,4,3,0,"34,8","17,4","47,8","17,4",13,Ribeirão Preto
86960,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ARQUITETURA E URBANISMO,3543402,Presencial,2017,156,141,0,15,0,"90,4",0,"9,6",0,"9,6",Ribeirão Preto
86961,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ARQUITETURA E URBANISMO,3543402,Presencial,2018,156,126,0,15,0,"80,8",0,"19,2",0,"9,6",Ribeirão Preto
86962,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ARQUITETURA E URBANISMO,3543402,Presencial,2019,156,108,0,18,0,"69,2",0,"30,8",0,"11,5",Ribeirão Preto
86963,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ARQUITETURA E URBANISMO,3543402,Presencial,2020,156,95,4,9,0,"60,9","2,6","36,5","2,6","5,8",Ribeirão Preto
86964,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ARQUITETURA E URBANISMO,3543402,Presencial,2021,156,41,39,15,0,"26,3","27,6","46,2",25,"9,6",Ribeirão Preto
86995,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ENGENHARIA CIVIL,3543402,Presencial,2017,156,137,0,19,0,"87,8",0,"12,2",0,"12,2",Ribeirão Preto
86996,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ENGENHARIA CIVIL,3543402,Presencial,2018,156,124,0,13,0,"79,5",0,"20,5",0,"8,3",Ribeirão Preto
86997,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ENGENHARIA CIVIL,3543402,Presencial,2019,156,92,5,27,0,59,"3,2","37,8","3,2","17,3",Ribeirão Preto
86998,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ENGENHARIA CIVIL,3543402,Presencial,2020,156,66,13,13,0,"42,3","11,5","46,2","8,3","8,3",Ribeirão Preto
86999,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ENGENHARIA CIVIL,3543402,Presencial,2021,156,35,14,17,0,"22,4","20,5","57,1",9,"10,9",Ribeirão Preto
87000,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ENGENHARIA DE PRODUÇÃO,3543402,Presencial,2017,91,79,0,12,0,"86,8",0,"13,2",0,"13,2",Ribeirão Preto
